planet_name,planetary_mass,planetary_radius,orbital_period,star_mass,star_radius,star_teff,semi_major_axis,planet_updated,planet_discovered
HD 219666 b,16.596385542168733,4.7100218,6.0344703,0.92,1.03,5527.0,0.06356,2025-12-08,2018
HD 221416 b,60.53547523427063,9.370724,14.2767,1.212,2.943,5080.0,0.1228,2020-03-08,2019
HD 22946 b,2.6102744310575727,1.36200559,4.040295,1.104,1.157,6210.0,0.05727,2023-06-15,2022
HD 22946 c,6.613119143239648,2.32799721,9.573083,1.104,1.157,6210.0,0.1017,2023-06-15,2022
HD 22946 d,7.916666666666694,2.60698922,47.42489,1.104,1.157,6210.0,0.2958,2023-06-15,2022
HD 260655 b,2.1397255689424437,1.2397154,2.76953,0.439,0.439,3803.0,0.02933,2022-04-22,2022
HD 260655 c,3.090361445783143,1.53305493,5.70588,0.439,0.439,3803.0,0.04749,2022-04-22,2022
HD 2685 b,375.16733601071076,16.14096,4.12692,1.44,1.57,6801.0,0.0568,2018-11-30,2018
HD 283869 b,6.51773761713523,1.9604541,106.0,0.74,0.66,4655.0,0.4,2025-09-23,2018
HD 31221 b,3815.26104417672,14.79588,4.66632,1.447,1.55,7712.0,0.0618,2024-10-05,2023
HD 3167 b,5.023427041499349,1.703768,0.959624,0.94,0.87,5528.0,0.0186,2023-12-10,2016
HD 3167 c,9.792503346720249,2.858295,29.83832,0.94,0.87,5528.0,0.1841,2022-03-09,2016
HD 332231 b,77.57697456492663,9.718202999999999,18.71204,1.127,1.277,6089.0,0.1436,2022-02-21,2020
HD 35843 c,11.324966532797896,2.5399594,46.9622,1.03,0.879,5744.0,0.25,2025-05-05,2024
HD 5278 Ab,7.78949129852747,2.4502873999999997,14.339186,1.126,1.194,6203.0,0.12,2025-12-08,2021
HD 60779 b,14.720548862115178,3.2494891,29.986175,1.05,1.129,6081.0,0.192,2025-08-26,2024
HD 63433 b,21.905957161981334,2.1801505,7.1079477,0.99,0.912,5640.0,0.0719,2023-10-16,2020
HD 63433 c,15.324631860776492,2.7204243,20.54383,0.99,0.912,5640.0,0.1458,2023-10-16,2020
HD 63935 b,10.491967871485981,2.9905611999999997,9.058807,0.933,0.959,5534.0,0.083,2024-05-27,2021
HD 63935 c,11.096050870147295,2.903131,21.4027,0.933,0.959,5534.0,0.148,2024-05-27,2021
HD 73344 b,12.39959839357434,2.869504,15.604,1.378,1.43,6460.0,0.1296,2024-08-20,2018
HD 73583 Ab,10.205823293172724,2.7899201000000002,6.398042,0.66,0.71,4511.0,0.0604,2024-07-30,2021
HD 73583 Ac,9.601740294511412,2.7305124,18.8805,0.66,0.71,4511.0,0.1233,2024-07-30,2021
HD 80606 b,1323.9273761713566,11.567688,111.436765,0.98,0.98,5645.0,0.4603,2024-10-11,2001
HD 80653 b,5.602074966532817,1.6140959999999998,0.719573,1.18,1.22,5950.0,0.0166,2021-02-05,2020
HD 83342 b,127.55689424364166,9.740620999999999,45.522149,1.24,1.61,6303.91,0.2652,2024-06-26,2024
HD 88986   b,17.200468540830045,2.4895188999999998,146.05,1.25,1.54,5861.0,0.58,2024-09-20,2023
HD 89345 b,34.11479250334684,7.196178,11.81469,1.12,1.657,5609.0,0.105,2025-02-11,2018
HD 95338 b,39.44344042838032,3.9803159000000004,55.086,0.76,0.86,5212.0,0.231,2020-03-27,2020
HD 97658 b,7.811746987951834,2.24706823,9.489295,0.85,0.73,5170.0,0.08,2020-04-09,2010
HIP 113103 b,5.913654618473915,1.8289725300000002,7.610303,0.761,0.742,4930.0,0.06899,2023-09-11,2023
HIP 113103 c,8.393574297188783,2.3998469,14.245648,0.761,0.742,4930.0,0.10479,2023-09-12,2023
HIP 116454 Ab,11.82730923694783,2.533234,9.1265,0.775,0.716,5089.0,0.098,2024-08-04,2014
HIP 41378 f,12.08165997322628,9.202589,542.07975,1.245,1.306,6199.0,1.37,2025-07-03,2016
HIP 65 Ab,1021.5361445783168,22.754269999999998,0.98097218,0.781,0.7242,4590.0,0.01782,2025-12-08,2020
HIP 67522 b,13.798527443105804,10.054473,6.9594738,1.22,1.38,5675.0,0.0753,2024-09-26,2020
HIP 94235 Ab,11.191432396251713,3.2080158,7.712121,1.094,1.08,5991.0,0.0787,2025-10-22,2022
HIP 97166 b,20.03012048192778,2.7394796,10.28891,0.898,0.836,5198.0,0.089,2024-06-13,2021
K2-105 b,29.88621151271764,3.373909,8.267704,0.99,0.91,5464.0,0.0796,2021-02-05,2017
K2-106 b,7.78949129852747,1.6759696799999997,0.5713127,0.97,0.98,5617.0,0.01314,2024-02-22,2016
K2-106 c,5.722891566265079,2.8403606,13.339079,0.97,0.98,5617.0,0.1091,2024-02-23,2016
K2-107 b,267.06827309237036,15.984034,3.313959,1.3,1.81,6061.0,0.0475,2021-02-05,2017
K2-108 b,59.45448460508722,5.335483999999999,4.733999,1.17,1.76,5599.0,0.0581,2021-02-05,2017
K2-110 b,16.691767068273148,2.555652,13.86387,0.75,0.71,4950.0,0.1027,2021-02-05,2017
K2-111 b,5.290495314591718,1.815858,5.3518,0.84,1.25,5775.0,0.057,2021-02-05,2017
K2-113 b,406.9611780455168,12.139346999999999,5.817685,1.04,1.24,5660.0,0.0642,2021-02-05,2017
K2-114 b,588.1860776439111,10.670967999999998,11.391013,0.89,0.84,5044.0,0.0954,2021-02-05,2017
K2-115 b,267.06827309237036,12.498035,20.273034,0.95,0.88,5657.0,0.1367,2024-05-28,2017
K2-123 b,2829.651941097734,2.757414,30.951524,0.62,0.59,4035.0,0.1649,2025-09-12,2017
K2-124 b,10.491967871485981,2.903131,6.413651,0.39,0.39,3570.0,0.049,2021-02-05,2017
K2-132 b,155.7898259705494,14.5717,9.1751,1.08,3.85,4840.0,0.0916,2021-02-05,2017
K2-133 b,2.1937751004016137,1.3450799999999998,3.07133,0.46,0.46,3655.0,0.03194,2021-02-05,2017
K2-133 c,3.1793842034806,1.6028869999999997,4.86784,0.46,0.46,3655.0,0.04341,2021-02-05,2017
K2-133 d,8.26639892904956,2.006411,11.02454,0.46,0.46,3655.0,0.07487,2021-02-05,2017
K2-137 b,158.96921017403,0.8855109999999999,0.179715,0.46,0.44,3492.0,0.0058,2024-09-10,2017
K2-138 b,3.115796519410988,1.56926,2.35322,0.93,0.86,5378.0,0.0338,2021-03-26,2017
K2-138 c,6.295180722891589,2.522025,3.55987,0.93,0.86,5378.0,0.04454,2021-03-26,2017
K2-138 d,7.916666666666694,2.6565329999999996,5.40478,0.93,0.86,5378.0,0.05883,2021-03-26,2017
K2-138 e,13.003681392235654,3.2954459999999997,8.26144,0.93,0.86,5378.0,0.07807,2021-03-26,2017
K2-138 f,1.5896921017403,2.813459,12.75759,0.93,0.86,5378.0,0.1043,2021-03-26,2017
K2-138 g,4.29216867469881,3.0129791999999997,41.96797,0.93,0.86,5378.0,0.231,2019-10-01,2018
K2-139 Ab,121.13453815261086,9.112917,28.380619,0.882,0.893,5195.0,0.1796,2025-09-04,2017
K2-140 b,295.68273092369583,12.251437,6.56918,1.0,0.99,5705.0,0.0687,2021-02-05,2017
K2-146 b,5.773761713520769,2.051247,2.6446,0.33,0.33,3385.0,0.027,2021-02-05,2018
K2-146 c,7.496987951807255,2.185755,4.00498,0.33,0.33,3385.0,0.034,2021-02-05,2019
K2-153 b,2861.44578313254,1.995202,7.51574,0.55,0.53,3845.0,0.0614,2025-08-04,2018
K2-155 b,4.7054886211512885,1.804649,6.342,0.65,0.58,4258.0,0.0562,2025-09-12,2018
K2-155 c,6.51773761713523,2.600488,13.85,0.65,0.58,4258.0,0.0946,2025-09-11,2018
K2-155 d,4.8962516733601245,1.9055300000000002,40.718,0.65,0.58,4258.0,0.1937,2025-09-11,2018
K2-157 b,1.1413989290495354,0.9350547799999999,0.3652575,0.89,0.86,5334.0,0.00962,2025-04-30,2018
K2-174 b,2734.2704149933156,2.600488,19.562307,0.7,0.68,4455.0,0.126,2025-08-04,2018
K2-180 b,11.445783132530158,2.3090539999999997,8.867209,0.72,0.72,5358.0,0.0753,2021-02-05,2018
K2-182 b,20.03012048192778,2.6901599999999997,4.7369683,0.88,0.8,5165.0,0.0526,2021-10-15,2018
K2-18 b,8.924531459170044,2.365099,32.939623,0.36,0.41,3457.0,0.1429,2024-09-11,2015
K2-199 b,6.899263721552902,1.7295486999999998,3.2253993,0.73,0.68,4648.0,0.0382,2021-10-15,2018
K2-199 c,12.39959839357434,2.8504487000000003,7.3744897,0.73,0.68,4648.0,0.0662,2021-10-15,2018
K2-19 b,32.39792503346732,7.745418999999999,7.9193,0.93,0.86,5430.0,0.074,2025-10-03,2015
K2-19 c,12.494979919678759,4.864706,11.906,0.93,0.86,5430.0,0.0971,2025-10-03,2015
K2-19 d,9.856091030789859,1.1433179999999998,2.50856,0.93,0.86,5430.0,0.0344,2021-02-05,2016
K2-216 b,8.00251004016067,1.748604,2.1748,0.7,0.72,4503.0,0.028,2021-02-05,2018
K2-21 b,1.9807563587684138,1.838276,9.00315,0.68,0.65,4222.06,0.076,2023-05-22,2015
K2-21 c,4.963018741633217,2.488398,15.0,0.68,0.65,4222.06,0.107,2023-05-22,2015
K2-222 b,5.691097724230274,2.409935,15.3863,1.0,1.09,6058.0,0.1211,2025-02-11,2018
K2-229 b,2.5911981258366885,1.1433179999999998,0.58426,0.87,0.79,5315.0,0.0131,2021-02-05,2018
K2-229 c,21.301874163320022,2.028829,8.32727,0.87,0.79,5315.0,0.0769,2021-02-05,2018
K2-229 d,25.11713520749674,2.6498076,31.0,0.87,0.79,5315.0,0.182,2018-11-29,2018
K2-22 Ab,445.11378848728395,2.499607,0.381078,0.6,0.57,3830.0,0.0088,2024-07-29,2015
K2-232 Ab,126.53949129852788,11.209,11.168454,1.19,1.16,6154.0,0.10356,2024-07-28,2018
K2-233 b,3.306559571619824,1.401125,2.46746,0.8,0.74,4950.0,0.03317,2021-02-05,2018
K2-233 d,8.298192771084366,2.6453239999999996,24.3662,0.8,0.74,4950.0,0.1527,2021-02-05,2018
K2-236 b,27.024765729585102,5.761426,19.49221,1.17,1.39,6069.0,0.1493,2024-05-28,2018
K2-237 Ab,392.97188755020215,18.405178,2.1805577,1.256,1.236,6180.0,0.0353,2025-09-04,2018
K2-238 b,273.4270414993316,14.5717,3.20466,1.19,1.59,5630.0,0.046,2021-02-05,2018
K2-239 b,1.3989290495314641,1.098482,5.24,0.4,0.36,3420.0,0.0441,2021-02-05,2018
K2-239 c,0.890227576974568,0.997601,7.775,0.4,0.36,3420.0,0.0576,2021-02-05,2018
K2-239 d,1.3035475234270462,1.098482,10.115,0.4,0.36,3420.0,0.0685,2021-02-05,2018
K2-240 b,4.991633199464541,1.995202,6.034,0.58,0.54,3810.0,0.0513,2021-02-05,2018
K2-240 c,4.61010709504687,1.804649,20.523,0.58,0.54,3810.0,0.1159,2021-02-05,2018
K2-24 b,19.006358768407026,5.638014910000001,20.88257,1.091,1.185,5726.0,0.1673,2024-09-06,2016
K2-24 c,16.405622489959896,7.9303675,42.34732,1.091,1.185,5726.0,0.262,2024-09-06,2016
K2-260 Ab,451.47255689424514,17.396368,2.6266657,1.39,1.69,6367.0,0.0404,2025-02-11,2018
K2-261 b,70.90026773761738,9.52765,11.63344,1.1,1.65,5537.0,0.102,2024-09-06,2018
K2-263 b,14.815930388219597,2.409935,50.818947,0.88,0.85,5368.0,0.2573,2021-10-19,2018
K2-265 Ab,6.543172690763075,1.714977,2.369172,0.92,0.98,5477.0,0.03376,2024-07-28,2018
K2-266 Ab,11.286813922356128,3.2954459999999997,0.658524,0.68,0.7337,4362.0,0.01306,2024-06-11,2018
K2-266 Ac,0.2893239625167346,0.706167,7.814,0.68,0.7337,4362.0,0.0679,2024-06-11,2018
K2-266 Ad,8.90227576974568,2.925549,14.697,0.68,0.7337,4362.0,0.1035,2024-06-11,2018
K2-266 Ae,14.304049531459219,2.7349959999999998,19.482,0.68,0.7337,4362.0,0.1249,2024-06-11,2018
K2-267 Ab,953.81526104418,11.780658999999998,6.180235,1.324,1.624,6189.0,0.07229,2024-06-11,2018
K2-27 Bb,30.909973226238392,4.4836,6.771315,0.89,0.8925,5231.0,0.06702,2024-08-01,2016
K2-280 b,37.1034136546186,7.666956000000001,19.895202,1.11,1.28,5742.0,0.1488,2021-02-05,2018
K2-285 b,9.684404283801907,2.589279,3.471745,0.83,0.79,4975.0,0.03817,2021-02-05,2018
K2-285 c,15.6839022757698,3.5308349999999997,7.138048,0.83,0.79,4975.0,0.0824,2021-02-05,2018
K2-285 d,6.501840696117827,2.477189,10.45582,0.83,0.79,4975.0,0.1178,2021-02-05,2018
K2-285 e,10.70498661311918,1.9503659999999998,14.76289,0.83,0.79,4975.0,0.18041,2021-02-05,2018
K2-286 b,6.803882195448484,2.096083,27.359,0.64,0.62,3926.0,0.1768,2021-02-05,2018
K2-287 b,100.15060240963889,9.337097,14.893291,1.06,1.07,5695.0,0.1206,2024-09-06,2018
K2-289 b,48.612784471218376,9.101708,13.156969,0.95,1.02,5529.0,0.107,2021-02-05,2019
K2-290 Ab,10.905287817938456,3.060057,9.21165,1.19,1.51,6302.0,0.0923,2024-07-28,2019
K2-290 Ac,246.08433734939845,11.276254,48.36685,1.19,1.51,6302.0,0.305,2024-07-28,2019
K2-291 b,6.492302543507385,1.5916779999999997,2.225177,0.93,0.9,5520.0,0.03261,2021-02-05,2019
K2-292 b,24.509872824631948,2.634115,16.9841,1.0,1.09,5725.0,0.13,2021-02-05,2019
K2-295 b,106.50937081660011,10.054473,4.024867,0.74,0.7,4444.0,0.0451,2021-02-05,2018
K2-29 Ab,232.0950468540838,13.338709999999999,3.2588321,0.935,0.817,5387.06,0.04217,2024-08-01,2016
K2-309 Ab,13.512382864792551,9.8504692,24.14041,1.1,1.305,4970.0,0.1716,2025-07-15,2019
K2-309 Ac,16.85073627844718,0.4797452,8.24872,1.1,1.305,4970.0,0.0839,2024-08-06,2019
K2-309 Ad,6.04082998661314,6.339810399999999,12.40214,1.1,1.305,4970.0,0.1101,2024-09-02,2019
K2-309 Ae,10.619143239625204,9.505232,46.768131,1.1,1.305,4970.0,0.2667,2024-09-02,2019
K2-30 b,184.0863453815267,11.646150999999998,4.098503,0.9,0.84,5425.0,0.04839,2021-02-05,2016
K2-310 b,9.242469879518104,2.589279,13.603,0.69,0.673,4581.0,0.098,2024-05-28,2019
K2-310 c,9.633534136546219,2.6901599999999997,65.55,0.69,0.673,4581.0,0.28,2024-05-28,2019
K2-314 b,8.75284471218209,1.9503659999999998,3.5951,1.05,1.71,5430.0,0.047,2021-12-01,2020
K2-314 c,14.67603748326645,3.6698266,15.624,1.05,1.71,5430.0,0.13,2021-12-01,2020
K2-314 d,10.183567603748363,3.9399634999999997,35.747,1.05,1.71,5430.0,0.22,2021-12-01,2020
K2-31 Ab,564.0227576974585,11.88154,1.25785,0.922,1.029,5340.0,0.022,2024-08-01,2016
K2-321 b,2479.919678714868,1.9503659999999998,2.298,0.6,0.58,3855.0,0.041,2025-08-04,2020
K2-329 Ab,82.6639892904956,8.675766,12.4551225,0.901,0.822,5282.0,0.1016,2024-08-04,2020
K2-32 Ab,14.94310575635882,4.965587,8.991828,0.86,0.84,5315.0,0.08035,2024-08-01,2016
K2-32 Ac,8.10742971887553,2.7349959999999998,20.66186,0.86,0.84,5315.0,0.1399,2024-08-01,2016
K2-32 Ad,6.708500669344066,3.2730279999999996,31.7142,0.86,0.84,5315.0,0.1862,2024-08-01,2016
K2-32 Ae,2.0983935742971958,1.00881,4.34882,0.86,0.84,5315.0,0.04951,2024-08-01,2019
K2-33 b,1176.3721552878221,5.04405,5.424865,0.56,1.05,3540.0,0.0409,2025-02-13,2016
K2-34 b,565.9303882195468,13.955205000000001,2.995633,1.15,1.44,6071.0,0.0426,2021-02-05,2016
K2-360 b,7.671854082998687,1.56500058,0.87724,1.018,0.99,5711.17,0.0177,2024-11-11,2018
K2-365 b,8.654283801874193,2.90604534,23.448172,0.982,1.057,5568.0,0.1503,2024-05-28,2022
K2-366 b,6.342871485943797,2.3590461400000002,15.937039,0.825,0.94,5601.0,0.1207,2024-05-28,2022
K2-369 b,2.1937751004016137,1.3130222599999999,5.761612,0.735,0.881,5682.0,0.0586,2024-05-28,2022
K2-36 Bb,3.901104417670696,1.434752,1.422614,0.769,0.754,4772.39,0.0223,2024-08-01,2016
K2-36 Bc,7.802208835341392,3.1194647,5.3410507,0.769,0.754,4772.39,0.054,2024-08-01,2016
K2-370 b,11.096050870147295,2.5197832,2.1408091,0.984,0.971,5377.0,0.0321,2024-10-12,2022
K2-371 b,1497.4899598393627,13.002439999999998,3.114905,0.958,0.736,4925.0,0.0297,2024-05-28,2022
K2-372 b,9.188420348058933,2.9450526599999995,9.844077,0.847,0.922,5479.0,0.0857,2024-05-28,2022
K2-373 b,5.150602409638571,2.06099883,11.02066,1.099,1.53,5980.0,0.1087,2024-05-28,2022
K2-374 b,3.6213186077644037,1.5930230799999998,4.521953,1.04,0.929,5786.0,0.0494,2024-05-28,2022
K2-374 c,5.713353413654638,2.21299287,16.43445,1.04,0.929,5786.0,0.117,2024-05-28,2022
K2-375 b,5.83099062918342,2.24303299,14.453895,1.05,1.548,5826.0,0.1206,2025-09-04,2022
K2-376 Ab,4.101405622489974,1.73604992,5.776475,1.124,1.133,6044.0,0.0608,2025-09-04,2022
K2-377 b,3.932898259705502,1.69300736,12.832235,0.674,0.698,4314.0,0.0975,2024-05-28,2022
K2-378 b,9.023092369477942,2.8795921,2.060438,0.923,0.732,4823.0,0.0442,2024-05-28,2022
K2-379 b,5.592536813922376,2.18104722,8.777247,0.856,0.751,4603.0,0.1256,2024-05-28,2022
K2-380 Ab,7.961178045515422,2.7290552299999997,9.401312,0.993,1.32,5911.0,0.0953,2025-09-04,2022
K2-383 b,3.2620481927710956,1.56399177,1.865962,1.061,0.804,5129.0,0.0307,2024-05-28,2022
K2-385 b,3.211178045515406,1.5389957,2.380867,0.927,0.761,4844.0,0.03596,2024-05-28,2022
K2-386 Ab,6.212516733601092,2.3202629999999997,7.473223,0.911,0.97,5749.0,0.07255,2025-09-04,2022
K2-387 b,45.474732262383014,7.322055069999999,28.735327,0.57,0.585,3572.0,0.1523,2024-05-28,2022
K2-388 b,13.099062918340072,3.6597385,6.339069,0.842,0.897,5367.0,0.0633,2024-05-28,2022
K2-389 b,5.6529451137885065,2.18396156,8.584043,0.802,1.084,5782.0,0.0762,2024-05-28,2022
K2-389 c,5.261880856760392,2.040038,20.851337,0.802,1.084,5782.0,0.1378,2024-05-28,2022
K2-38 b,19.076305220883597,1.9055300000000002,4.01593,1.054,1.141,5705.0,0.04994,2021-02-05,2016
K2-38 c,9.90378179384207,2.421144,10.56103,1.054,1.141,5705.0,0.0964,2021-02-05,2016
K2-390 b,20.233601070950538,4.66574625,3.312792,0.966,0.789,5558.0,0.0402,2024-05-28,2022
K2-391 b,2.4894578313253097,1.37097279,4.622654,0.757,0.566,5543.0,0.0495,2024-05-28,2022
K2-392 b,4.45113788487284,1.849485,15.398723,0.841,1.058,5726.0,0.1143,2024-05-28,2022
K2-393 b,6.342871485943797,2.3519844699999997,10.413181,0.881,1.071,5678.0,0.0895,2024-05-28,2022
K2-394 b,3.932898259705502,1.6919985499999999,5.095717,0.66,0.704,4197.0,0.05048,2024-05-28,2022
K2-395 b,7.643239625167362,2.59701321,4.803352,0.952,0.783,5007.0,0.0548,2024-05-28,2022
K2-395 c,11.814591700133908,3.3949819199999998,8.491282,0.952,0.783,5007.0,0.0801,2024-05-28,2022
K2-396 b,3.401941097724242,1.57901183,0.673862,0.954,0.92,5236.0,0.0148,2024-05-28,2022
K2-396 c,10.01506024096389,3.12406039,25.76051,0.954,0.92,5236.0,0.1681,2024-05-28,2022
K2-397 b,6.743473895582352,2.4169966699999996,3.572326,0.937,0.966,5387.0,0.0447,2024-06-12,2022
K2-398 b,6.082161981258388,2.27396983,6.393025,0.945,1.239,5946.0,0.0664,2024-05-28,2022
K2-398 c,23.4193440428381,5.098077379999999,18.787839,0.945,1.239,5946.0,0.1362,2024-05-28,2022
K2-39 b,28.6144578313254,6.27704,4.60543,0.66,2.97,4881.0,0.062,2021-02-05,2016
K2-3 b,6.482764390896943,2.174546,10.054626,0.6,0.56,3896.0,0.0775,2022-07-27,2015
K2-3 c,2.1397255689424437,1.849485,24.646582,0.6,0.56,3896.0,0.1405,2022-07-27,2015
K2-3 d,2.8010374832664087,1.513215,44.55646,0.6,0.56,3896.0,0.2086,2022-07-27,2015
K2-400 b,1.6501004016064313,1.16304584,3.865053,0.374,0.382,3578.0,0.0347,2024-05-28,2022
K2-401 b,5.83099062918342,2.2619762,6.293099,0.676,0.68,4328.0,0.05857,2024-05-28,2022
K2-402 b,7.78949129852747,2.67805428,17.27474,0.944,1.28,5716.0,0.1283,2024-05-28,2022
K2-403 b,24.920013386880942,5.33301802,33.589979,0.784,0.886,5511.0,0.1879,2024-05-28,2022
K2-405 b,18.637550200803275,4.56901258,3.435471,1.034,0.765,4927.0,0.045,2024-05-28,2022
K2-406 Ab,20.046017402945182,4.60207913,22.549406,1.01,0.9688,5666.0,0.15678,2024-07-30,2022
K2-407 b,2.1111111111111183,1.28298214,4.941907,0.881,0.927,5563.0,0.05445,2024-05-28,2022
K2-407 c,2.4894578313253097,1.3596517,9.22453,0.881,0.927,5563.0,0.08267,2024-05-28,2022
K2-408 b,3.891566265060254,1.6769784899999998,20.978959,0.813,0.784,5335.0,0.139,2024-05-28,2022
K2-409 b,6.743473895582352,2.4820088699999996,1.908084,1.0,1.275,5644.0,0.02893,2024-05-28,2022
K2-415 b,2.8614457831325395,1.01497495,4.0179694,0.1635,0.1965,3173.0,0.027,2023-02-06,2023
K2-418 b,10.396586345381563,2.3303511,16.141132,0.97,1.0,5868.0,0.124,2023-12-10,2023
K2-419 Ab,196.168005354753,10.547668999999999,20.35847252,0.562,0.541,3711.0,0.1208,2024-08-28,2024
K2-52 b,128.63788487282508,18.001654000000002,3.535055,1.69,2.19,7147.0,0.054,2021-02-05,2016
K2-53 b,9.188420348058933,2.600488,12.20772,0.85,0.81,5263.0,0.098,2021-02-05,2016
K2-55 b,43.875502008032285,3.8222690000000004,2.849258,0.7,0.63,4456.0,0.03486,2021-02-05,2016
K2-60 b,135.44176706827355,7.655747000000001,3.00265,0.97,1.12,5500.0,0.045,2021-02-05,2016
K2-66 b,21.30823293172698,2.488398,5.06963,1.11,1.67,5887.0,0.05983,2021-02-05,2016
K2-79 b,11.795515394913027,4.0901641,10.99475,1.06,1.28,5926.0,0.0987,2021-11-05,2016
K2-87 b,37.89825970548875,7.599702000000001,9.726618,1.16,1.4,5747.0,0.094,2021-02-05,2016
K2-90 b,8.90227576974568,2.600488,13.733314,0.63,0.62,4484.0,0.096,2021-02-05,2016
K2-95 b,530.9571619812601,3.8783139999999996,10.134016,0.44,0.42,3548.0,0.0696,2021-02-05,2016
K2-97 b,349.732262382866,10.614923,8.406726,1.2,4.47,4717.0,0.086,2021-02-05,2016
K2-98 b,32.11178045515406,5.200976,10.136448,1.2,1.57,6172.0,0.0974,2021-02-05,2016
K2-99 b,276.6064257028122,11.724614,18.24783,1.63,2.63,6217.0,0.153,2021-12-03,2016
KELT-10 b,215.88018741633275,15.681391,4.166285,1.112,1.209,5948.0,0.0525,2018-12-17,2015
KELT-11 Ab,61.9979919678717,14.5717,4.736529,1.438,2.72,5370.0,0.06229,2024-07-30,2016
KELT-12 b,302.04149933065696,20.06411,5.0316144,1.239,1.291,6330.0,0.0617,2022-08-26,2016
KELT-15 Ab,295.68273092369583,16.454812,3.32,1.181,1.481,6003.0,0.04664,2025-06-24,2015
KELT-16 Ab,874.3306559571649,15.860735,0.9689951,1.211,1.36,6236.0,0.02044,2025-03-28,2016
KELT-17 b,416.4993306559586,17.093725,3.0801716,1.635,1.645,7454.0,0.04881,2016-07-14,2015
KELT-18 Ab,373.89558232931853,17.575712,2.8716082,1.524,1.908,6670.0,0.04573,2024-08-01,2017
KELT-20 Ab,1118.507362784475,20.51247,3.4741085,2.0,1.561,8981.0,0.0542,2025-09-04,2017
KELT-21 Ab,1233.6010709504728,17.755056,3.6127732,1.458,1.638,7598.0,0.0536,2024-08-05,2017
KELT-22 Ab,1173.1927710843413,13.4508,1.38665318,1.05,1.11,5700.0,0.0248,2024-09-06,2018
KELT-23 Ab,297.9082998661322,14.45961,2.25528756,0.942,0.996,5899.0,0.03523,2025-07-04,2019
KELT-2 Ab,472.45649263721714,14.638954,4.1137914,1.31,1.842,6148.0,0.05498,2024-08-01,2012
KELT-3 Ab,467.3694779116482,15.132150000000001,2.7033904,1.34,1.61,6518.0,0.04117,2024-09-06,2012
KELT-4 Ab,286.144578313254,19.0553,2.989594,1.204,1.61,6207.0,0.04321,2024-09-06,2013
KELT-6 b,139.8929049531464,12.66617,7.8456067,1.126,1.529,6272.0,0.0747,2024-08-02,2013
KELT-7 b,394.2436412315944,14.493236999999999,2.734784,1.535,1.732,6789.0,0.0446,2022-09-16,2015
KELT-8 b,277.87817938420443,20.84874,3.24406,1.211,1.67,5754.0,0.04571,2025-07-04,2015
KELT-9 Ab,915.6626506024128,21.700623999999998,1.4811235,2.52,2.362,10170.0,0.03368,2024-08-04,2017
Kepler-101 b,50.8701472556896,5.71659,3.4876812,1.17,1.56,5667.0,0.0474,2021-02-05,2014
Kepler-101 c,3.1793842034806,1.255408,6.02976,1.17,1.56,5667.0,0.0684,2021-02-05,2014
Kepler-102 b,4.301706827309252,0.47077800000000003,5.28696,0.81,0.76,4909.0,0.055,2023-01-23,2014
Kepler-102 c,3.0013386880856863,0.5828679999999999,7.07142,0.81,0.76,4909.0,0.067,2025-02-19,2014
Kepler-102 e,8.90227576974568,2.219382,16.1457,0.81,0.76,4909.0,0.117,2021-02-05,2013
Kepler-102 f,5.201472556894261,0.8855109999999999,27.4536,0.81,0.76,4909.0,0.165,2021-04-12,2014
Kepler-103 b,9.856091030789859,3.373909,15.9654,1.09,1.44,5845.0,0.133,2021-02-05,2014
Kepler-103 c,36.24497991967884,5.144931,179.612,1.09,1.44,5845.0,0.6679,2021-02-05,2014
Kepler-104 Ab,9.955923694779152,2.3796706999999997,11.427548,1.08,1.35,5921.0,0.09286,2024-08-03,2014
Kepler-104 Ac,7.146778781793866,2.3594945,23.668205,1.08,1.35,5921.0,0.15088,2024-08-03,2014
Kepler-104 Ad,1761.3788487282525,2.63501172,51.755394,1.08,1.35,5921.0,0.2542,2024-08-03,2014
Kepler-105 b,5.08701472556896,4.808661,5.4122,0.96,0.89,5827.0,0.066,2021-02-05,2013
Kepler-105 c,4.600568942436428,1.311453,7.1262,0.96,0.89,5827.0,0.072,2021-02-05,2014
Kepler-107 b,3.510040160642582,1.535633,3.1800218,1.24,1.45,5854.0,0.04544,2021-02-05,2014
Kepler-107 c,9.391900937081692,1.5916779999999997,4.901452,1.24,1.45,5854.0,0.06064,2021-02-05,2014
Kepler-107 d,3.8025435073627976,0.863093,7.95839,1.24,1.45,5854.0,0.08377,2021-02-05,2014
Kepler-107 e,8.603413654618503,2.903131,14.749143,1.24,1.45,5854.0,0.12639,2021-02-05,2014
Kepler-10 b,3.239792503346731,1.4694999,0.837491,0.91,1.06,5708.0,0.01685,2025-10-26,2011
Kepler-10 c,11.293172690763091,2.3550109,45.2943,0.91,1.06,5708.0,0.241,2025-02-13,2011
Kepler-114 b,6.99464524765732,1.255408,5.188549,0.71,0.67,4605.0,0.053,2021-02-05,2014
Kepler-114 c,2.8614457831325395,1.6028869999999997,8.041,0.71,0.67,4605.0,0.07,2021-02-05,2013
Kepler-114 d,3.81526104417672,2.533234,11.776,0.71,0.67,4605.0,0.09,2021-02-05,2013
Kepler-117 b,29.88621151271764,8.059270999999999,18.7959228,1.13,1.61,6150.0,0.1445,2021-02-05,2014
